Unnamed: 13,allowed_keys,date,expName,frameRate,img,limit_chars,participant,que,resp,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides12.jpg,"[1, 1]",38,credit_or_payment,2,13,13,0,13
,['return'],2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides1.jpg,"[0, 0]",39,intro,,0,0,0,0
,[],2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides0.jpg,"[1, 140]",39,debrief,לבלבמ םרוג שישכ המישמ עוציבב החלצה קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides5.jpg,"[1, 1]",39,degree,1,2,2,0,2
,[],2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides6.jpg,"[1, 140]",39,faculty,תורפסו היגולוכיספ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides7.jpg,"[1, 3]",39,gpa,0,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides2.jpg,"[1, 1]",39,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides3.jpg,"[1, 2]",39,age,26,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides4.jpg,"[3, 3]",39,sat,638,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides8.jpg,"[1, 1]",39,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides9.jpg,"[1, 1]",39,adhd,2,9,9,0,9
,[],2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides10.jpg,"[1, 140]",39,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides11.jpg,"[1, 1]",39,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides13.jpg,"[1, 1]",39,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1338,demog_exp,120.064331322,Slides\Slides12.jpg,"[1, 1]",39,credit_or_payment,1,13,13,0,13
,['return'],2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides1.jpg,"[0, 0]",40,intro,,0,0,0,0
,[],2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides0.jpg,"[1, 140]",40,debrief,רפסמל םאתהב ץוחלל ןייסנה תבוגת לע הב תיארנה תועבצאה תזזהו הנומתה תעפשה תא ןוחבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides5.jpg,"[1, 1]",40,degree,1,2,2,0,2
,[],2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides6.jpg,"[1, 140]",40,faculty,ןוכית חרזמו הלכלכ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides7.jpg,"[1, 3]",40,gpa,90,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides2.jpg,"[1, 1]",40,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides3.jpg,"[1, 2]",40,age,20,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides4.jpg,"[3, 3]",40,sat,737,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides8.jpg,"[1, 1]",40,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides9.jpg,"[1, 1]",40,adhd,2,9,9,0,9
,[],2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides10.jpg,"[1, 140]",40,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides11.jpg,"[1, 1]",40,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides13.jpg,"[1, 1]",40,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1344,demog_exp,120.028723386,Slides\Slides12.jpg,"[1, 1]",40,credit_or_payment,2,13,13,0,13
,['return'],2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides1.jpg,"[0, 0]",1,intro,,0,0,0,0
,[],2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides0.jpg,"[1, 140]",1,debrief,גצומש המל רפסמה ןיב םילבלבמ אלשו זוכיר קודבל ,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides5.jpg,"[1, 1]",1,degree,1,2,2,0,2
,[],2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides6.jpg,"[1, 140]",1,faculty,ואנובשח הלכלכ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides7.jpg,"[1, 3]",1,gpa,83,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides2.jpg,"[1, 1]",1,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides3.jpg,"[1, 2]",1,age,23,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides4.jpg,"[3, 3]",1,sat,650,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides8.jpg,"[1, 1]",1,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides9.jpg,"[1, 1]",1,adhd,2,9,9,0,9
,[],2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides10.jpg,"[1, 140]",1,lang,ירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides11.jpg,"[1, 1]",1,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides13.jpg,"[1, 1]",1,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Nov_27_1207,demog_exp,119.997106162,Slides\Slides12.jpg,"[1, 1]",1,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides1.jpg,"[0, 0]",41,intro,,0,0,0,0
,[],2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides0.jpg,"[1, 140]",41,debrief,תעד תוחסהמ ענמהל חילצמ ינא םא תוארל ,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides5.jpg,"[1, 1]",41,degree,1,2,2,0,2
,[],2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides6.jpg,"[1, 140]",41,faculty,היגולויצוס,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides7.jpg,"[1, 3]",41,gpa,80,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides2.jpg,"[1, 1]",41,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides3.jpg,"[1, 2]",41,age,25,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides4.jpg,"[3, 3]",41,sat,650,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides8.jpg,"[1, 1]",41,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides9.jpg,"[1, 1]",41,adhd,2,9,9,0,9
,[],2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides10.jpg,"[1, 140]",41,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides11.jpg,"[1, 1]",41,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides13.jpg,"[1, 1]",41,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1258,demog_exp,119.948374301,Slides\Slides12.jpg,"[1, 1]",41,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_21_1709,demog_exp,119.9713988,Slides\Slides1.jpg,"[0, 0]",42,intro,,0,0,0,0
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_21_1710,demog_exp,119.9713988,Slides\Slides5.jpg,"[1, 1]",42,degree,1,1,1,0,1
,[],2020_Jan_21_1711,demog_exp,119.9713988,Slides\Slides6.jpg,"[1, 140]",42,faculty,היגולויצוסו שונא יתוריש,2,2,0,2
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_21_1712,demog_exp,119.9713988,Slides\Slides7.jpg,"[1, 3]",42,gpa,0,3,3,0,3
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1713,demog_exp,119.9713988,Slides\Slides2.jpg,"[1, 1]",42,sex,2,4,4,0,4
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_21_1714,demog_exp,119.9713988,Slides\Slides3.jpg,"[1, 2]",42,age,24,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_21_1715,demog_exp,119.9713988,Slides\Slides4.jpg,"[3, 3]",42,sat,513,6,6,0,6
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1716,demog_exp,119.9713988,Slides\Slides8.jpg,"[1, 1]",42,dominant_hand,1,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1717,demog_exp,119.9713988,Slides\Slides9.jpg,"[1, 1]",42,adhd,2,8,8,0,8
,[],2020_Jan_21_1718,demog_exp,119.9713988,Slides\Slides10.jpg,"[1, 140]",42,lang,תירבע,9,9,0,9
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_21_1719,demog_exp,119.9713988,Slides\Slides11.jpg,"[1, 1]",42,sight,1,10,10,0,10
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1720,demog_exp,119.9713988,Slides\Slides13.jpg,"[1, 1]",42,color_blind,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1721,demog_exp,119.9713988,Slides\Slides12.jpg,"[1, 1]",42,credit_or_payment,2,12,12,0,12
,['return'],2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides1.jpg,"[0, 0]",41,intro,,0,0,0,0
,[],2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides0.jpg,"[1, 140]",41,debrief, תויבקע קודבל ,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides5.jpg,"[1, 1]",41,degree,1,2,2,0,2
,[],2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides6.jpg,"[1, 140]",41,faculty,שונא יתוריש היגולויצוס,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides7.jpg,"[1, 3]",41,gpa,0,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides2.jpg,"[1, 1]",41,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides3.jpg,"[1, 2]",41,age,24,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides4.jpg,"[3, 3]",41,sat,513,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides8.jpg,"[1, 1]",41,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides9.jpg,"[1, 1]",41,adhd,2,9,9,0,9
,[],2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides10.jpg,"[1, 140]",41,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides11.jpg,"[1, 1]",41,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides13.jpg,"[1, 1]",41,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_21_1710,demog_exp,119.984210014,Slides\Slides12.jpg,"[1, 1]",41,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides1.jpg,"[0, 0]",43,intro,,0,0,0,0
,[],2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides0.jpg,"[1, 140]",43,debrief,זוכירה תא קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides5.jpg,"[1, 1]",43,degree,1,2,2,0,2
,[],2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides6.jpg,"[1, 140]",43,faculty,הנידמה יעדמו שונא יתוריש,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides7.jpg,"[1, 3]",43,gpa,75,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides2.jpg,"[1, 1]",43,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides3.jpg,"[1, 2]",43,age,23,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides4.jpg,"[3, 3]",43,sat,440,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides8.jpg,"[1, 1]",43,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides9.jpg,"[1, 1]",43,adhd,1,9,9,0,9
,[],2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides10.jpg,"[1, 140]",43,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides11.jpg,"[1, 1]",43,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides13.jpg,"[1, 1]",43,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_22_1429,demog_exp,119.895163596,Slides\Slides12.jpg,"[1, 1]",43,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides1.jpg,"[0, 0]",43,intro,,0,0,0,0
,[],2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides0.jpg,"[1, 140]",43,debrief,ילש דיה תעונת לע העיפשמ הנומתב דיה תעונת םאה קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides5.jpg,"[1, 1]",43,degree,1,2,2,0,2
,[],2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides6.jpg,"[1, 140]",43,faculty,שונא יתורישו היגולויצוס,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides7.jpg,"[1, 3]",43,gpa,95,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides2.jpg,"[1, 1]",43,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides3.jpg,"[1, 2]",43,age,23,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides4.jpg,"[3, 3]",43,sat,640,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides8.jpg,"[1, 1]",43,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides9.jpg,"[1, 1]",43,adhd,2,9,9,0,9
,[],2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides10.jpg,"[1, 140]",43,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides11.jpg,"[1, 1]",43,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides13.jpg,"[1, 1]",43,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_22_1838,demog_exp,119.98579363,Slides\Slides12.jpg,"[1, 1]",43,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides1.jpg,"[0, 0]",44,intro,,0,0,0,0
,[],2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides0.jpg,"[1, 140]",44,debrief,הייארהמ טלוק חומהש המל יזיפ דוקפת ןיב רושיק,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides5.jpg,"[1, 1]",44,degree,1,2,2,0,2
,[],2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides6.jpg,"[1, 140]",44,faculty,םדאה תוחתפתהו ץועייו היגולוכיספ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides7.jpg,"[1, 3]",44,gpa,85,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides2.jpg,"[1, 1]",44,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides3.jpg,"[1, 2]",44,age,20,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides4.jpg,"[3, 3]",44,sat,446,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides8.jpg,"[1, 1]",44,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides9.jpg,"[1, 1]",44,adhd,2,9,9,0,9
,[],2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides10.jpg,"[1, 140]",44,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides11.jpg,"[1, 1]",44,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides13.jpg,"[1, 1]",44,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_22_2001,demog_exp,119.819312412,Slides\Slides12.jpg,"[1, 1]",44,credit_or_payment,1,13,13,0,13
,['return'],2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides1.jpg,"[0, 0]",45,intro,,0,0,0,0
,[],2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides0.jpg,"[1, 140]",45,debrief,המישמל תועמשמ אלל ןמז ךרואל קדבנה תלוכי תא קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides5.jpg,"[1, 1]",45,degree,1,2,2,0,2
,[],2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides6.jpg,"[1, 140]",45,faculty,הנידמה יעדמ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides7.jpg,"[1, 3]",45,gpa,87,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides2.jpg,"[1, 1]",45,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides3.jpg,"[1, 2]",45,age,20,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides4.jpg,"[3, 3]",45,sat,000,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides8.jpg,"[1, 1]",45,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides9.jpg,"[1, 1]",45,adhd,2,9,9,0,9
,[],2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides10.jpg,"[1, 140]",45,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides11.jpg,"[1, 1]",45,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides13.jpg,"[1, 1]",45,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_23_1357,demog_exp,120.013873598,Slides\Slides12.jpg,"[1, 1]",45,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_27_1302,demog_exp,None,Slides\Slides1.jpg,"[0, 0]",46,intro,,0,0,0,0
,[],2020_Jan_27_1302,demog_exp,None,Slides\Slides0.jpg,"[1, 140]",46,debrief,ונמצעב םיטלוש ונחנא המכ דעותושעל םיכירצ ונחנאש המ לע םיאור ונחנאש המ עיפשמ ךיא קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_27_1302,demog_exp,None,Slides\Slides5.jpg,"[1, 1]",46,degree,1,2,2,0,2
,[],2020_Jan_27_1302,demog_exp,None,Slides\Slides6.jpg,"[1, 140]",46,faculty,היגולוכיספ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_27_1302,demog_exp,None,Slides\Slides7.jpg,"[1, 3]",46,gpa,0,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_27_1302,demog_exp,None,Slides\Slides2.jpg,"[1, 1]",46,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_27_1302,demog_exp,None,Slides\Slides3.jpg,"[1, 2]",46,age,29,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_27_1302,demog_exp,None,Slides\Slides4.jpg,"[3, 3]",46,sat,603,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_27_1302,demog_exp,None,Slides\Slides8.jpg,"[1, 1]",46,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_27_1302,demog_exp,None,Slides\Slides9.jpg,"[1, 1]",46,adhd,2,9,9,0,9
,[],2020_Jan_27_1302,demog_exp,None,Slides\Slides10.jpg,"[1, 140]",46,lang,תיברע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_27_1302,demog_exp,None,Slides\Slides11.jpg,"[1, 1]",46,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_27_1302,demog_exp,None,Slides\Slides13.jpg,"[1, 1]",46,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_27_1302,demog_exp,None,Slides\Slides12.jpg,"[1, 1]",46,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides1.jpg,"[0, 0]",47,intro,,0,0,0,0
,[],2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides0.jpg,"[1, 140]",47,debrief,עדוי אל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides5.jpg,"[1, 1]",47,degree,1,2,2,0,2
,[],2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides6.jpg,"[1, 140]",47,faculty,בשחמה יעדמ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides7.jpg,"[1, 3]",47,gpa,0,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides2.jpg,"[1, 1]",47,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides3.jpg,"[1, 2]",47,age,26,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides4.jpg,"[3, 3]",47,sat,702,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides8.jpg,"[1, 1]",47,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides9.jpg,"[1, 1]",47,adhd,2,9,9,0,9
,[],2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides10.jpg,"[1, 140]",47,lang,תירבע,10,10,0,10
